Stethoscope	ECG
-0.0131226	-0.0372314
-0.0268555	-0.0366211
-0.0323486	-0.0354004
-0.0274658	-0.0335693
-0.0201416	-0.0317383
-0.0100708	-0.0299072
0.00213623	-0.0283813
0.017395	-0.0268555
0.0323486	-0.0250244
0.0271606	-0.022583
0.0177002	-0.0186157
0.00213623	-0.0134277
-0.00335693	-0.00701904
0.00701904	0.000610352
-0.00427246	0.00946045
-0.0146484	0.0210571
-0.0198364	0.0357056
-0.022583	0.0527954
-0.0143433	0.071106
-0.0158691	0.0900269
-0.0161743	0.110779
-0.00915527	0.133057
-0.000610352	0.15625
0.00823975	0.179138
0.00640869	0.2005
0.0219727	0.219727
0.0430298	0.235901
0.0531006	0.245361
0.0646973	0.244446
0.0454712	0.231628
0.020752	0.208435
-0.0012207	0.174866
-0.0335693	0.130615
-0.0531006	0.078125
-0.0708008	0.0210571
-0.0857544	-0.0357056
-0.0778198	-0.088501
-0.0585938	-0.133972
-0.0231934	-0.168762
0.00274658	-0.191345
0.000915527	-0.201721
-0.0689697	-0.199585
-0.144043	-0.187988
-0.0854492	-0.169373
0.0335693	-0.147705
0.151978	-0.125427
0.295105	-0.104675
0.386047	-0.0860596
0.392761	-0.0704956
0.330505	-0.0585938
0.183105	-0.0506592
-0.0253296	-0.0457764
-0.256042	-0.0427246
-0.455627	-0.0402832
-0.583191	-0.038147
-0.608215	-0.0360107
-0.526123	-0.0335693
-0.33905	-0.0314331
-0.0619507	-0.0305176
0.231934	-0.0305176
0.467224	-0.0308228
0.61676	-0.0302124
0.648193	-0.0292969
0.531921	-0.0283813
0.318909	-0.0274658
0.0643921	-0.0265503
-0.185852	-0.0262451
-0.360107	-0.0259399
-0.446167	-0.0253296
-0.46051	-0.0241089
-0.395203	-0.0234985
-0.271606	-0.0231934
-0.119019	-0.0234985
0.039978	-0.0234985
0.177612	-0.022583
0.281982	-0.0213623
0.333862	-0.0201416
0.323486	-0.0189209
0.261536	-0.0177002
0.1474	-0.0158691
0.0161743	-0.0143433
-0.090332	-0.0134277
-0.171509	-0.0131226
-0.20813	-0.0134277
-0.202942	-0.0137329
-0.179443	-0.0140381
-0.122375	-0.0140381
-0.0427246	-0.0140381
0.0299072	-0.0143433
0.083313	-0.0146484
0.102844	-0.0137329
0.105591	-0.0119019
0.106812	-0.00946045
0.0891113	-0.00671387
0.0546265	-0.00518799
0.0131226	-0.00457764
-0.0247192	-0.00396729
-0.0476074	-0.00335693
-0.0616455	-0.00244141
-0.0708008	-0.00213623
-0.0704956	-0.00213623
-0.0595093	-0.00213623
-0.0326538	-0.00274658
-0.00549316	-0.00274658
0.0152588	-0.00244141
0.0354004	-0.00183105
0.0473022	-0.000915527
0.0531006	-0.000305176
0.0546265	0.000305176
0.0378418	0.00152588
0.0109863	0.00274658
-0.015564	0.00457764
-0.0338745	0.00640869
-0.0280762	0.00701904
-0.0238037	0.00823975
-0.0189209	0.00976563
-0.00976563	0.0106812
-0.0125122	0.0109863
-0.00183105	0.0106812
0.00854492	0.0106812
0.0012207	0.0106812
0.00335693	0.0106812
-0.000915527	0.010376
-0.00579834	0.00976563
-0.00488281	0.00946045
-0.00610352	0.00946045
-0.00946045	0.010376
-0.0125122	0.0115967
0.00915527	0.0131226
0.0274658	0.0146484
0.0210571	0.0164795
0.0164795	0.0177002
0.0088501	0.0192261
-0.000610352	0.020752
-0.00854492	0.0222778
-0.0360107	0.0234985
-0.0445557	0.0244141
-0.0231934	0.0247192
-0.0012207	0.0250244
0.0115967	0.0253296
0.0146484	0.0250244
0.0250244	0.0241089
0.032959	0.0234985
0.0396729	0.0234985
0.03479	0.0238037
0.0112915	0.0241089
0.0088501	0.0253296
0.00366211	0.0274658
-0.0140381	0.0299072
-0.0192261	0.0323486
-0.0253296	0.0341797
-0.0280762	0.0354004
-0.0231934	0.0360107
-0.0241089	0.0357056
-0.0222778	0.0344849
-0.0161743	0.0320435
-0.00213623	0.0292969
0.017395	0.0265503
0.0320435	0.0253296
0.0344849	0.0241089
0.0201416	0.0222778
0.00518799	0.020752
0.0012207	0.0198364
0.000305176	0.0189209
-0.00244141	0.0180054
-0.0180054	0.0167847
-0.0323486	0.0149536
-0.0296021	0.012207
-0.0183105	0.00915527
-0.00976563	0.00549316
-0.00549316	0.00152588
0.00213623	-0.00274658
0.0177002	-0.00640869
0.0231934	-0.00915527
0.0183105	-0.0115967
0.00946045	-0.0140381
0.0012207	-0.0164795
-0.00305176	-0.0192261
0.000915527	-0.0213623
0.00762939	-0.022583
0.00762939	-0.0238037
0.00518799	-0.0253296
0.00854492	-0.0265503
-0.00183105	-0.0271606
-0.0149536	-0.0274658
-0.017395	-0.027771
-0.0161743	-0.0280762
-0.00335693	-0.0286865
0.0115967	-0.0286865
0.0152588	-0.0283813
0.0088501	-0.0280762
0.0125122	-0.0271606
0.0186157	-0.0265503
0.00823975	-0.0265503
-0.00732422	-0.0265503
-0.0216675	-0.0262451
-0.0259399	-0.0268555
-0.0183105	-0.027771
-0.0177002	-0.0283813
-0.0238037	-0.0280762
-0.0262451	-0.0271606
-0.0234985	-0.0256348
-0.0140381	-0.0247192
-0.0088501	-0.0244141
-0.00640869	-0.0234985
-0.00457764	-0.0219727
-0.0119019	-0.0195313
-0.0192261	-0.0170898
-0.0320435	-0.0152588
-0.039978	-0.0140381
0.00244141	-0.0137329
0.186768	-0.0146484
0.33905	-0.0158691
0.379028	-0.0164795
0.273743	-0.0170898
0.0250244	-0.0177002
-0.19928	-0.0180054
-0.355225	-0.0183105
-0.44281	-0.0183105
-0.445862	-0.0164795
-0.390625	-0.0146484
-0.257263	-0.0131226
-0.0564575	-0.012207
0.151978	-0.0115967
0.303345	-0.0115967
0.391235	-0.0119019
0.433044	-0.012207
0.415344	-0.0131226
0.331421	-0.0146484
0.186768	-0.0158691
0.00640869	-0.0158691
-0.159302	-0.0149536
-0.280457	-0.0137329
-0.346985	-0.0125122
-0.358582	-0.0112915
-0.316772	-0.00915527
-0.226135	-0.00762939
-0.102539	-0.00732422
0.0268555	-0.00793457
0.130615	-0.00915527
0.195007	-0.0106812
0.218506	-0.0115967
0.208435	-0.012207
0.175476	-0.0125122
0.117493	-0.0119019
0.0448608	-0.0115967
-0.0128174	-0.0115967
-0.0628662	-0.0125122
-0.0909424	-0.0131226
-0.111694	-0.0131226
-0.1297	-0.0134277
-0.11322	-0.0137329
-0.072937	-0.0146484
-0.0344849	-0.0158691
0.00579834	-0.0167847
0.0421143	-0.0167847
0.0671387	-0.0158691
0.0756836	-0.0149536
0.078125	-0.0143433
0.0762939	-0.0146484
0.0628662	-0.0149536
0.0521851	-0.015564
0.0390625	-0.0161743
0.00488281	-0.0170898
-0.0460815	-0.0177002
-0.0979614	-0.0177002
-0.131836	-0.017395
-0.131531	-0.017395
-0.101318	-0.017395
-0.0567627	-0.0170898
-0.00579834	-0.0167847
0.0476074	-0.0167847
0.0845337	-0.0177002
0.100708	-0.0189209
0.101929	-0.020752
0.0845337	-0.0222778
0.0576782	-0.0231934
0.0228882	-0.0238037
-0.0186157	-0.0238037
-0.0576782	-0.0238037
-0.0872803	-0.0234985
-0.0973511	-0.0222778
-0.0811768	-0.020752
-0.0408936	-0.0192261
-0.00244141	-0.0189209
0.0238037	-0.0192261
0.0567627	-0.0192261
0.0836182	-0.0186157
0.0912476	-0.0180054
0.0811768	-0.0177002
0.0527954	-0.017395
0.0106812	-0.0170898
-0.0216675	-0.0161743
-0.0491333	-0.0152588
-0.0765991	-0.0146484
-0.0897217	-0.0143433
-0.0790405	-0.0152588
-0.0512695	-0.0167847
-0.0189209	-0.0186157
0.00732422	-0.0204468
0.0292969	-0.0219727
0.0476074	-0.0228882
0.0546265	-0.0234985
0.0454712	-0.0238037
0.0271606	-0.0238037
0.00976563	-0.0231934
-0.00366211	-0.0222778
-0.00488281	-0.0210571
-0.00366211	-0.0189209
-0.0119019	-0.0167847
-0.0259399	-0.015564
-0.0326538	-0.0146484
-0.0216675	-0.0146484
-0.00152588	-0.0149536
0.0280762	-0.0152588
0.0332642	-0.0152588
0.00488281	-0.0152588
-0.00274658	-0.015564
0.0170898	-0.0164795
0.0180054	-0.0170898
0.00244141	-0.017395
-0.00183105	-0.0167847
-0.00396729	-0.0164795
-0.015564	-0.0164795
-0.0384521	-0.0164795
-0.0582886	-0.0164795
-0.057373	-0.0164795
-0.0296021	-0.0158691
0.0112915	-0.015564
0.0457764	-0.0158691
0.0546265	-0.0167847
0.0457764	-0.0180054
0.03479	-0.0183105
0.00671387	-0.0177002
-0.0198364	-0.0167847
-0.0366211	-0.015564
-0.0390625	-0.0146484
-0.0195313	-0.0143433
0.0128174	-0.0137329
0.0378418	-0.0128174
0.0460815	-0.0112915
0.0393677	-0.00976563
0.0241089	-0.0088501
0.000305176	-0.0088501
-0.027771	-0.00976563
-0.0512695	-0.0109863
-0.057373	-0.012207
-0.0427246	-0.0131226
-0.0198364	-0.0140381
-0.00732422	-0.0146484
0.000915527	-0.0149536
0.0167847	-0.015564
0.0289917	-0.015564
0.0332642	-0.015564
0.0350952	-0.0164795
0.0317383	-0.0167847
0.0231934	-0.0161743
0.0192261	-0.0146484
0.0180054	-0.0134277
0.000305176	-0.0128174
-0.0238037	-0.0125122
-0.0396729	-0.012207
-0.0411987	-0.0106812
-0.0320435	-0.00915527
-0.0292969	-0.00793457
-0.0335693	-0.00701904
-0.0213623	-0.00518799
0.00518799	-0.00335693
0.0253296	-0.0012207
0.0332642	0.0012207
0.0305176	0.00396729
0.0259399	0.00732422
0.0247192	0.0112915
0.0177002	0.0158691
-0.000915527	0.020752
-0.0216675	0.0250244
-0.0308228	0.0286865
-0.0177002	0.0308228
-0.00457764	0.0323486
0.00183105	0.0332642
0.00640869	0.0338745
0.00946045	0.0354004
0.0134277	0.038147
0.0100708	0.0408936
-0.00213623	0.0427246
-0.017395	0.0436401
-0.0354004	0.043335
-0.0369263	0.0430298
-0.0250244	0.0427246
-0.0231934	0.0418091
-0.0244141	0.0387573
-0.00823975	0.0335693
0.0192261	0.0268555
0.039978	0.0198364
0.0488281	0.0128174
0.0473022	0.00610352
0.043335	0
0.0335693	-0.00488281
0.0164795	-0.0088501
-0.000915527	-0.0115967
-0.0170898	-0.0140381
-0.0296021	-0.015564
-0.0415039	-0.0167847
-0.0466919	-0.0180054
-0.0338745	-0.0198364
-0.0149536	-0.0222778
0.00427246	-0.0244141
0.0256348	-0.0262451
0.0411987	-0.0283813
0.0427246	-0.0308228
0.0317383	-0.0335693
0.00854492	-0.0357056
-0.00427246	-0.0375366
-0.0112915	-0.0390625
-0.0241089	-0.0405884
-0.0375366	-0.0415039
-0.0466919	-0.0415039
-0.0387573	-0.0405884
-0.00427246	-0.0387573
0.0146484	-0.0360107
0.0350952	-0.032959
0.0500488	-0.0302124
0.0454712	-0.0274658
0.0286865	-0.0250244
-0.00274658	-0.0219727
-0.0360107	-0.0189209
-0.0488281	-0.0167847
-0.0442505	-0.015564
-0.0372314	-0.015564
-0.0256348	-0.0158691
-0.0106812	-0.0167847
0.00579834	-0.0170898
0.0292969	-0.0161743
0.0476074	-0.0128174
0.057373	-0.00823975
0.0613403	-0.00213623
0.0534058	0.00640869
0.0283813	0.0180054
-0.00518799	0.0332642
-0.0463867	0.0521851
-0.0775146	0.0735474
-0.0891113	0.09552
-0.0775146	0.117493
-0.0585938	0.140076
-0.0418091	0.162964
-0.0222778	0.185547
0.00213623	0.206604
0.0366211	0.224915
0.0683594	0.238647
0.0872803	0.245361
0.0909424	0.243225
0.0845337	0.231934
0.067749	0.211182
0.0427246	0.180359
0.017395	0.13916
-0.0125122	0.0897217
-0.0491333	0.0357056
-0.0726318	-0.0192261
-0.0830078	-0.0714111
-0.0900269	-0.116882
-0.0961304	-0.152283
-0.0823975	-0.176086
-0.0674438	-0.187683
-0.107727	-0.187378
-0.141907	-0.177002
-0.0888062	-0.158997
0.0256348	-0.136414
0.183411	-0.11261
0.357361	-0.090332
0.468445	-0.0714111
0.466919	-0.057373
0.365601	-0.0476074
0.174866	-0.0421143
-0.0805664	-0.0390625
-0.342712	-0.0372314
-0.540466	-0.0363159
-0.631409	-0.0357056
-0.61554	-0.03479
-0.496521	-0.0335693
-0.314331	-0.0311279
-0.093689	-0.0292969
0.166016	-0.0274658
0.418396	-0.0256348
0.623474	-0.0238037
0.726013	-0.0222778
0.668335	-0.0213623
0.457153	-0.0216675
0.15686	-0.0222778
-0.111084	-0.0228882
-0.323181	-0.0234985
-0.444946	-0.0234985
-0.466309	-0.0231934
-0.441284	-0.0228882
-0.368958	-0.0231934
-0.257874	-0.0231934
-0.141907	-0.0219727
0.0222778	-0.0210571
0.170898	-0.0201416
0.271301	-0.0192261
0.348206	-0.0180054
0.357056	-0.0161743
0.309143	-0.0146484
0.228271	-0.0131226
0.105896	-0.0128174
-0.0299072	-0.0131226
-0.151062	-0.0137329
-0.245667	-0.0137329
-0.281677	-0.0143433
-0.26001	-0.015564
-0.200806	-0.0170898
-0.115967	-0.0183105
-0.0152588	-0.0192261
0.0656128	-0.0192261
0.141907	-0.0186157
0.174561	-0.0180054
0.155029	-0.0170898
0.127869	-0.015564
0.0912476	-0.0137329
0.0543213	-0.012207
0.0137329	-0.0119019
-0.0476074	-0.0119019
-0.0946045	-0.0119019
-0.0994873	-0.0119019
-0.0878906	-0.0125122
-0.0723267	-0.0131226
-0.067749	-0.0143433
-0.0445557	-0.0152588
-0.00762939	-0.0152588
0.0228882	-0.0152588
0.0311279	-0.0158691
0.0305176	-0.0161743
0.0427246	-0.0158691
0.0537109	-0.0158691
0.0628662	-0.0161743
0.0588989	-0.0167847
0.0250244	-0.0170898
-0.00762939	-0.0180054
-0.0317383	-0.0195313
-0.0488281	-0.0216675
-0.0604248	-0.022583
-0.0631714	-0.0231934
-0.0332642	-0.0231934
0.00183105	-0.0231934
0.0375366	-0.0228882
0.0384521	-0.022583
0.0204468	-0.0219727
0.0183105	-0.0213623
0.0170898	-0.0204468
0.0219727	-0.0186157
0.0115967	-0.0170898
0.00335693	-0.0167847
-0.0012207	-0.017395
-0.0112915	-0.0186157
-0.0158691	-0.0195313
-0.0238037	-0.0195313
-0.0375366	-0.0192261
-0.0280762	-0.0192261
-0.00732422	-0.0192261
0.00213623	-0.0192261
0.0238037	-0.0189209
0.015564	-0.0186157
0.0189209	-0.0189209
0.0299072	-0.0201416
0.0106812	-0.0204468
0.000915527	-0.0201416
-0.0234985	-0.0195313
-0.0402832	-0.0195313
-0.032959	-0.0195313
-0.0213623	-0.0189209
-0.0146484	-0.0180054
-0.0137329	-0.0170898
0.00915527	-0.0164795
0.022583	-0.0152588
0.0286865	-0.0134277
0.0314331	-0.012207
0.0204468	-0.0115967
0.0250244	-0.0112915
0.0228882	-0.0112915
0.0259399	-0.0115967
0.0177002	-0.012207
-0.00518799	-0.0131226
-0.0128174	-0.0140381
-0.0231934	-0.0149536
-0.0180054	-0.0158691
-0.0247192	-0.0170898
-0.0299072	-0.0189209
-0.027771	-0.0210571
-0.0280762	-0.0234985
0.00244141	-0.0259399
0.00396729	-0.0274658
0	-0.0292969
0.0125122	-0.0317383
0.010376	-0.0344849
0.0253296	-0.0375366
0.0241089	-0.0402832
0.015564	-0.0427246
0.017395	-0.0448608
-0.00488281	-0.0473022
-0.0106812	-0.0494385
-0.032959	-0.0506592
-0.0466919	-0.0506592
-0.0149536	-0.0506592
-0.000610352	-0.050354
0.0210571	-0.050354
0.0259399	-0.0506592
0.00274658	-0.0512695
0.00549316	-0.0515747
-0.00396729	-0.0518799
-0.00610352	-0.0524902
0.00610352	-0.0537109
-0.000915527	-0.0552368
0.00976563	-0.0552368
0.0219727	-0.0543213
0.017395	-0.0531006
0.0143433	-0.0515747
-0.00732422	-0.0497437
-0.0311279	-0.0479126
-0.0265503	-0.0460815
-0.0265503	-0.0439453
-0.0262451	-0.0411987
-0.0228882	-0.0384521
-0.0314331	-0.0366211
-0.0259399	-0.0357056
-0.0241089	-0.0354004
-0.0271606	-0.0350952
-0.0128174	-0.0335693
0.00518799	-0.0320435
0.0350952	-0.0299072
0.0457764	-0.0280762
0.0274658	-0.0271606
0.0219727	-0.0265503
-0.00244141	-0.0265503
0	-0.0265503
0.186768	-0.0259399
0.302124	-0.0253296
0.297852	-0.0253296
0.205078	-0.0262451
-0.0497437	-0.0268555
-0.26825	-0.0268555
-0.413208	-0.027771
-0.487976	-0.0289917
-0.441284	-0.0289917
-0.317383	-0.0280762
-0.127563	-0.0265503
0.0939941	-0.0256348
0.279541	-0.0250244
0.412292	-0.0241089
0.446777	-0.0228882
0.413513	-0.0213623
0.32959	-0.0192261
0.16571	-0.0177002
0.000305176	-0.0164795
-0.154724	-0.0161743
-0.281067	-0.0158691
-0.330811	-0.0158691
-0.351563	-0.0158691
-0.315247	-0.0164795
-0.201416	-0.0170898
-0.0811768	-0.0177002
0.0366211	-0.0186157
0.130615	-0.0198364
0.206909	-0.0210571
0.241699	-0.0216675
0.243225	-0.0216675
0.199585	-0.0210571
0.107422	-0.0204468
0.0363159	-0.0204468
-0.0430298	-0.020752
-0.098877	-0.020752
-0.133972	-0.0204468
-0.166626	-0.0186157
-0.154419	-0.0167847
-0.114746	-0.0158691
-0.0570679	-0.0152588
0.00610352	-0.0149536
0.0479126	-0.0140381
0.0738525	-0.0137329
0.0976563	-0.0134277
0.102234	-0.0137329
0.0848389	-0.0143433
0.043335	-0.0152588
0.00305176	-0.0164795
-0.0152588	-0.0177002
-0.020752	-0.0192261
-0.0424194	-0.020752
-0.0628662	-0.0213623
-0.0396729	-0.0216675
-0.0286865	-0.020752
-0.0177002	-0.0195313
0.00854492	-0.0189209
0.0213623	-0.0186157
0.015564	-0.0186157
0.00152588	-0.0183105
-0.00854492	-0.017395
-0.0112915	-0.0161743
-0.0131226	-0.0158691
-0.015564	-0.015564
0.00396729	-0.0149536
0.0186157	-0.0143433
0.00823975	-0.0134277
0.0140381	-0.012207
0.0195313	-0.0112915
0.0088501	-0.010376
-0.00457764	-0.00946045
-0.000915527	-0.0088501
0.000915527	-0.00762939
-0.00549316	-0.00671387
-0.00305176	-0.00518799
0.012207	-0.00366211
0.000610352	-0.00274658
-0.0253296	-0.00244141
-0.0292969	-0.00183105
-0.0280762	-0.00152588
-0.0192261	-0.000915527
-0.00366211	0.000915527
0.0088501	0.00274658
0.0183105	0.00427246
0.0317383	0.00518799
0.0418091	0.00640869
0.0296021	0.00946045
0.00946045	0.0134277
-0.00274658	0.017395
0.0131226	0.0204468
0.0219727	0.022583
0.0177002	0.0244141
0.0146484	0.0268555
-0.00549316	0.0292969
-0.0363159	0.0311279
-0.0598145	0.0323486
-0.0643921	0.032959
-0.0588989	0.0332642
-0.043335	0.0335693
-0.0177002	0.0344849
0.00579834	0.0360107
0.0292969	0.038147
0.0488281	0.039978
0.0622559	0.0411987
0.0683594	0.0415039
0.0524902	0.0421143
0.0305176	0.0424194
0.00427246	0.0424194
-0.0131226	0.0430298
-0.0253296	0.0430298
-0.0430298	0.0430298
-0.0558472	0.0424194
-0.0531006	0.0418091
-0.03479	0.0418091
-0.0128174	0.0418091
0.00213623	0.0418091
-0.00579834	0.0411987
-0.0128174	0.0411987
-0.0134277	0.0418091
-0.00701904	0.0427246
0.0112915	0.0430298
0.022583	0.0427246
0.0344849	0.0421143
0.0332642	0.0418091
0.0430298	0.0415039
0.0442505	0.0408936
0.0253296	0.0405884
0.012207	0.0405884
-0.015564	0.0405884
-0.0164795	0.0411987
-0.0177002	0.0408936
-0.0299072	0.0402832
-0.0238037	0.0408936
-0.03479	0.0415039
-0.0125122	0.0418091
0.00671387	0.0418091
0.0012207	0.0418091
0.0137329	0.0424194
0.0134277	0.0436401
0.0323486	0.0442505
0.0421143	0.0442505
0.0247192	0.0442505
0.0247192	0.0436401
-0.00915527	0.0424194
-0.0314331	0.0411987
-0.039978	0.039978
-0.06073	0.0387573
-0.0454712	0.0375366
-0.043335	0.0360107
-0.0231934	0.0341797
0.00610352	0.0335693
0.010376	0.0335693
0.03479	0.0341797
0.0305176	0.0350952
0.0320435	0.0357056
0.0454712	0.0360107
0.0338745	0.0360107
0.0415039	0.0360107
0.0219727	0.0354004
-0.00457764	0.03479
-0.0131226	0.0338745
-0.0457764	0.0326538
-0.055542	0.0320435
-0.0567627	0.0323486
-0.0537109	0.0341797
-0.0271606	0.0369263
-0.0134277	0.0402832
0.00335693	0.0439453
0.0262451	0.0476074
0.0448608	0.0512695
0.0512695	0.0549316
0.0546265	0.0579834
0.0473022	0.06073
0.0247192	0.0631714
0.0228882	0.0653076
0.000610352	0.0668335
-0.0326538	0.0686646
-0.0534058	0.0708008
-0.0689697	0.072937
-0.0540161	0.0750732
-0.0476074	0.0775146
-0.0338745	0.0805664
-0.0109863	0.0839233
-0.000610352	0.0869751
0.0387573	0.0891113
0.0561523	0.0897217
0.0497437	0.0891113
0.0497437	0.0875854
0.0274658	0.0839233
0.0219727	0.078125
0.00701904	0.071106
-0.0234985	0.0634766
-0.0238037	0.0558472
-0.0341797	0.0482178
-0.0213623	0.0405884
-0.0164795	0.0332642
-0.0241089	0.0271606
-0.0115967	0.0222778
-0.0189209	0.0186157
0.00488281	0.0161743
0.0250244	0.0149536
0.0195313	0.0134277
0.0350952	0.0112915
0.0213623	0.00854492
0.0286865	0.00488281
0.0323486	0.0012207
0.00793457	-0.00244141
0.000610352	-0.00579834
-0.0326538	-0.00946045
-0.0326538	-0.012207
-0.03479	-0.0137329
-0.0384521	-0.0146484
-0.0125122	-0.0152588
-0.0158691	-0.0149536
0.0149536	-0.0140381
0.0186157	-0.0119019
0.00732422	-0.0088501
0.0149536	-0.00488281
-0.00488281	-0.00183105
0.010376	0.000305176
0.00976563	0.00152588
0.0140381	0.00213623
0.0271606	0.0012207
0.010376	0
0.0167847	-0.000305176
0.00152588	-0.000915527
-0.0128174	-0.0012207
-0.0262451	-0.000915527
-0.0457764	0.00152588
-0.0320435	0.00640869
-0.0241089	0.0134277
-0.00335693	0.0231934
0.00213623	0.0350952
0.00732422	0.0500488
0.0296021	0.0686646
0.0119019	0.0894165
0.00305176	0.110168
-0.0219727	0.131226
-0.0411987	0.152588
-0.03479	0.174866
-0.0479126	0.196838
-0.0323486	0.218201
-0.0198364	0.237427
0.012207	0.25238
0.0549316	0.260315
0.078125	0.258789
0.108032	0.246887
0.100403	0.22522
0.0942993	0.194092
0.0720215	0.152588
0.0244141	0.102234
-0.0170898	0.0473022
-0.0765991	-0.00823975
-0.106506	-0.06073
-0.114746	-0.105896
-0.112915	-0.141296
-0.103455	-0.163879
-0.0985718	-0.174255
-0.0942993	-0.173035
-0.137939	-0.162354
-0.128479	-0.144958
-0.017395	-0.123596
0.103455	-0.101624
0.254822	-0.0814819
0.404053	-0.0643921
0.457764	-0.0506592
0.421753	-0.0408936
0.295105	-0.0354004
0.101624	-0.0338745
-0.152893	-0.0338745
-0.396118	-0.0332642
-0.55603	-0.0323486
-0.621338	-0.0314331
-0.556946	-0.0305176
-0.396118	-0.0296021
-0.172424	-0.0283813
0.0292969	-0.0271606
0.18158	-0.0253296
0.352173	-0.0244141
0.509033	-0.0241089
0.588989	-0.0238037
0.586853	-0.022583
0.438232	-0.0210571
0.188599	-0.0192261
-0.0656128	-0.0177002
-0.277405	-0.0161743
-0.397644	-0.0152588
-0.450745	-0.0137329
-0.412598	-0.0119019
-0.354004	-0.0100708
-0.270081	-0.00823975
-0.166321	-0.00762939
-0.06073	-0.00732422
0.0863647	-0.00762939
0.226135	-0.00823975
0.320435	-0.0088501
0.349426	-0.00946045
0.322876	-0.00915527
0.256348	-0.00793457
0.172729	-0.00640869
0.0668335	-0.00488281
-0.0454712	-0.00396729
-0.151978	-0.00396729
-0.213013	-0.00366211
-0.236511	-0.00335693
-0.224915	-0.00305176
-0.166931	-0.00335693
-0.11322	-0.00427246
-0.0299072	-0.00518799
0.0518799	-0.00549316
0.113831	-0.00488281
0.141296	-0.00366211
0.119934	-0.00244141
0.102539	-0.00152588
0.0692749	-0.000610352
0.0378418	0.0012207
-0.00640869	0.00244141
-0.0631714	0.00305176
-0.0756836	0.00305176
-0.0897217	0.00274658
-0.0784302	0.00183105
-0.0549316	0.000915527
-0.0448608	0
-0.0119019	0
0.00946045	0.000610352
0.0494385	0.00152588
0.0595093	0.00213623
0.0479126	0.00244141
0.0549316	0.00274658
0.0378418	0.00335693
0.057373	0.00457764
0.0384521	0.00579834
0.000915527	0.00671387
-0.0149536	0.00671387
-0.0576782	0.00610352
-0.0469971	0.00549316
-0.0546265	0.00488281
-0.0408936	0.00457764
0.00183105	0.00457764
0.0012207	0.00427246
0.0222778	0.00335693
0.00701904	0.00305176
-0.00457764	0.00366211
0.00915527	0.00488281
-0.00640869	0.00610352
-0.00183105	0.00762939
-0.0128174	0.0088501
-0.0228882	0.010376
-0.00732422	0.0112915
-0.00152588	0.0115967
0.0158691	0.0115967
0.0201416	0.0112915
0.000305176	0.0100708
0.00579834	0.00854492
0.0167847	0.00793457
0.0228882	0.00732422
0.0219727	0.00671387
-0.00488281	0.00579834
-0.010376	0.00549316
-0.017395	0.00488281
-0.017395	0.00488281
-0.0164795	0.00488281
-0.0234985	0.00488281
0.0140381	0.00457764
0.0274658	0.00427246
0.0524902	0.00427246
0.0564575	0.00457764
0.020752	0.00518799
-0.00183105	0.00610352
-0.0415039	0.00610352
-0.0665283	0.00549316
-0.0845337	0.00488281
-0.0857544	0.00488281
-0.0500488	0.00488281
-0.0222778	0.00457764
0.0366211	0.00366211
0.0646973	0.00183105
0.0811768	0
0.0744629	-0.00244141
0.0558472	-0.00488281
0.050354	-0.00701904
0.0125122	-0.00793457
-0.0250244	-0.00823975
-0.027771	-0.0088501
-0.0500488	-0.010376
-0.0323486	-0.012207
-0.0357056	-0.0143433
-0.0424194	-0.0158691
-0.0219727	-0.0167847
-0.0106812	-0.0167847
0.00335693	-0.0170898
0.0152588	-0.0186157
0.0119019	-0.0201416
0.0167847	-0.0210571
0.0228882	-0.0210571
0.0244141	-0.020752
0.00427246	-0.0210571
0.00762939	-0.0216675
-0.00183105	-0.0219727
-0.0119019	-0.0219727
-0.0012207	-0.022583
-0.00152588	-0.0238037
0.00518799	-0.0253296
0.00518799	-0.0268555
-0.00244141	-0.0274658
0.00701904	-0.0271606
-0.00274658	-0.0268555
-0.027771	-0.0265503
-0.0219727	-0.0259399
-0.00549316	-0.0250244
0.017395	-0.0238037
0.0228882	-0.0222778
0.0143433	-0.0216675
0.0088501	-0.0219727
-0.00274658	-0.0216675
-0.0204468	-0.020752
-0.0421143	-0.0198364
-0.0521851	-0.0192261
-0.0698853	-0.0189209
-0.0552368	-0.0183105
-0.0146484	-0.0170898
-0.022583	-0.015564
-0.00366211	-0.0146484
0.0112915	-0.0143433
0.00610352	-0.0137329
0.0268555	-0.0131226
0.0158691	-0.0119019
0.0476074	-0.0109863
0.25177	-0.0109863
0.349426	-0.0112915
0.340271	-0.0119019
0.20752	-0.0119019
-0.0582886	-0.0115967
-0.285339	-0.0112915
-0.411072	-0.0112915
-0.456848	-0.012207
-0.418091	-0.0134277
-0.336914	-0.0146484
-0.162354	-0.0158691
0.0540161	-0.0164795
0.246277	-0.0167847
0.35675	-0.0170898
0.393066	-0.0170898
0.39856	-0.0161743
0.346069	-0.0146484
0.230713	-0.0134277
0.0616455	-0.0125122
-0.115051	-0.0115967
-0.24231	-0.010376
-0.308533	-0.00946045
-0.340881	-0.00976563
-0.302124	-0.0106812
-0.237122	-0.0115967
-0.122986	-0.0125122
0.00701904	-0.0131226
0.117493	-0.0134277
0.190735	-0.0140381
0.22583	-0.0149536
0.215759	-0.0158691
0.178223	-0.0161743
0.117493	-0.015564
0.0366211	-0.0140381
-0.0357056	-0.0128174
-0.107727	-0.012207
-0.149841	-0.0128174
