L I	L III	L II(Calc.)
-0.0143433	0.00793457	-0.00640869
-0.0131226	0.00762939	-0.00549316
-0.012207	0.00701904	-0.00518799
-0.0109863	0.00671387	-0.00427246
-0.00976563	0.00640869	-0.00335693
-0.00854492	0.00640869	-0.00213623
-0.00793457	0.00549316	-0.00244141
-0.00762939	0.00396729	-0.00366211
-0.00823975	0.00244141	-0.00579834
-0.00946045	0.00152588	-0.00793457
-0.0106812	0.000915527	-0.00976563
-0.0119019	0.000915527	-0.0109863
-0.0134277	0.0012207	-0.012207
-0.0149536	0.00183105	-0.0131226
-0.0158691	0.00213623	-0.0137329
-0.0167847	0.00213623	-0.0146484
-0.0170898	0.00244141	-0.0146484
-0.017395	0.00244141	-0.0149536
-0.0170898	0.00244141	-0.0146484
-0.0164795	0.00213623	-0.0143433
-0.015564	0.000915527	-0.0146484
-0.015564	-0.00152588	-0.0170898
-0.0164795	-0.00366211	-0.0201416
-0.0177002	-0.00549316	-0.0231934
-0.0183105	-0.00671387	-0.0250244
-0.0189209	-0.00732422	-0.0262451
-0.0198364	-0.00793457	-0.027771
-0.0210571	-0.00823975	-0.0292969
-0.0222778	-0.00793457	-0.0302124
-0.0231934	-0.00762939	-0.0308228
-0.0234985	-0.00701904	-0.0305176
-0.0219727	-0.00732422	-0.0292969
-0.0192261	-0.00793457	-0.0271606
-0.0161743	-0.00823975	-0.0244141
-0.0137329	-0.00732422	-0.0210571
-0.012207	-0.00640869	-0.0186157
-0.0106812	-0.00549316	-0.0161743
-0.0100708	-0.00488281	-0.0149536
-0.0100708	-0.00427246	-0.0143433
-0.0109863	-0.00366211	-0.0146484
-0.0125122	-0.00305176	-0.015564
-0.0137329	-0.00244141	-0.0161743
-0.0149536	-0.00213623	-0.0170898
-0.0161743	-0.00183105	-0.0180054
-0.0170898	-0.0012207	-0.0183105
-0.017395	-0.00152588	-0.0189209
-0.0164795	-0.00213623	-0.0186157
-0.0146484	-0.00305176	-0.0177002
-0.0125122	-0.00274658	-0.0152588
-0.0106812	-0.00183105	-0.0125122
-0.00915527	-0.000305176	-0.00946045
-0.00762939	0.000915527	-0.00671387
-0.00671387	0.00244141	-0.00427246
-0.00579834	0.00335693	-0.00244141
-0.00549316	0.00396729	-0.00152588
-0.00518799	0.00427246	-0.000915527
-0.00518799	0.00427246	-0.000915527
-0.00518799	0.00366211	-0.00152588
-0.00549316	0.00335693	-0.00213623
-0.00640869	0.00274658	-0.00366211
-0.00640869	0.00213623	-0.00427246
-0.00610352	0.000915527	-0.00518799
-0.00549316	-0.000305176	-0.00579834
-0.00549316	-0.000610352	-0.00610352
-0.00518799	-0.000915527	-0.00610352
-0.00518799	-0.00213623	-0.00732422
-0.00549316	-0.00335693	-0.0088501
-0.00610352	-0.00305176	-0.00915527
-0.00671387	-0.00152588	-0.00823975
-0.00732422	0.000610352	-0.00671387
-0.00762939	0.00244141	-0.00518799
-0.00793457	0.00366211	-0.00427246
-0.00854492	0.00457764	-0.00396729
-0.0088501	0.00610352	-0.00274658
-0.00915527	0.00701904	-0.00213623
-0.0088501	0.00732422	-0.00152588
-0.00854492	0.00671387	-0.00183105
-0.00793457	0.00549316	-0.00244141
-0.00701904	0.00396729	-0.00305176
-0.00671387	0.00183105	-0.00488281
-0.00640869	0.000305176	-0.00610352
-0.00671387	-0.000610352	-0.00732422
-0.00732422	-0.00183105	-0.00915527
-0.00762939	-0.00335693	-0.0109863
-0.00793457	-0.00396729	-0.0119019
-0.00762939	-0.00396729	-0.0115967
-0.00671387	-0.00427246	-0.0109863
-0.00518799	-0.00488281	-0.0100708
-0.00427246	-0.00396729	-0.00823975
-0.00396729	-0.00183105	-0.00579834
-0.00305176	0.000305176	-0.00274658
-0.00213623	0.00152588	-0.000610352
-0.0012207	0.00274658	0.00152588
-0.000915527	0.00396729	0.00305176
-0.00152588	0.00549316	0.00396729
-0.00274658	0.00732422	0.00457764
-0.00457764	0.00854492	0.00396729
-0.00549316	0.0088501	0.00335693
-0.00579834	0.00793457	0.00213623
-0.00579834	0.00701904	0.0012207
-0.00488281	0.00579834	0.000915527
-0.00305176	0.00488281	0.00183105
-0.000610352	0.00396729	0.00335693
0.00244141	0.00366211	0.00610352
0.00549316	0.00427246	0.00976563
0.00793457	0.00579834	0.0137329
0.010376	0.00701904	0.017395
0.0128174	0.00823975	0.0210571
0.0143433	0.0088501	0.0231934
0.015564	0.00915527	0.0247192
0.0164795	0.00915527	0.0256348
0.0170898	0.00854492	0.0256348
0.017395	0.00793457	0.0253296
0.0183105	0.00671387	0.0250244
0.0195313	0.00549316	0.0250244
0.0204468	0.00427246	0.0247192
0.0213623	0.00305176	0.0244141
0.022583	0.00274658	0.0253296
0.0238037	0.00274658	0.0265503
0.0247192	0.00244141	0.0271606
0.0247192	0.00152588	0.0262451
0.0247192	-0.000610352	0.0241089
0.0244141	-0.00305176	0.0213623
0.0238037	-0.00671387	0.0170898
0.0234985	-0.0112915	0.012207
0.0231934	-0.0161743	0.00701904
0.0228882	-0.0213623	0.00152588
0.022583	-0.0271606	-0.00457764
0.0228882	-0.032959	-0.0100708
0.0231934	-0.0375366	-0.0143433
0.0234985	-0.039978	-0.0164795
0.0231934	-0.039978	-0.0167847
0.0213623	-0.0375366	-0.0161743
0.0180054	-0.032959	-0.0149536
0.0137329	-0.027771	-0.0140381
0.0088501	-0.0219727	-0.0131226
0.00305176	-0.0149536	-0.0119019
-0.00305176	-0.00732422	-0.010376
-0.00915527	-0.000305176	-0.00946045
-0.0146484	0.00488281	-0.00976563
-0.0201416	0.00976563	-0.010376
-0.0247192	0.0143433	-0.010376
-0.0283813	0.0180054	-0.010376
-0.0299072	0.0195313	-0.010376
-0.0299072	0.0201416	-0.00976563
-0.0283813	0.0195313	-0.0088501
-0.0262451	0.0186157	-0.00762939
-0.0238037	0.0167847	-0.00701904
-0.0210571	0.0149536	-0.00610352
-0.0186157	0.0137329	-0.00488281
-0.0167847	0.0128174	-0.00396729
-0.0152588	0.0119019	-0.00335693
-0.0143433	0.0109863	-0.00335693
-0.0137329	0.00976563	-0.00396729
-0.0143433	0.00915527	-0.00518799
-0.0158691	0.00915527	-0.00671387
-0.017395	0.00946045	-0.00793457
-0.0186157	0.010376	-0.00823975
-0.0198364	0.012207	-0.00762939
-0.0216675	0.0149536	-0.00671387
-0.0241089	0.0195313	-0.00457764
-0.0265503	0.0265503	0
-0.0286865	0.0354004	0.00671387
-0.0302124	0.0442505	0.0140381
-0.0296021	0.0509644	0.0213623
-0.0268555	0.0552368	0.0283813
-0.0213623	0.0564575	0.0350952
-0.0131226	0.0549316	0.0418091
-0.00213623	0.0485229	0.0463867
0.0128174	0.0357056	0.0485229
0.0320435	0.0161743	0.0482178
0.0549316	-0.00732422	0.0476074
0.0790405	-0.0314331	0.0476074
0.103149	-0.0537109	0.0494385
0.125122	-0.071106	0.0540161
0.141907	-0.0787354	0.0631714
0.151367	-0.0741577	0.0772095
0.151978	-0.0585938	0.0933838
0.143738	-0.0335693	0.110168
0.127869	-0.00183105	0.126038
0.105591	0.0308228	0.136414
0.0790405	0.0588989	0.137939
0.050354	0.0778198	0.128174
0.0219727	0.0857544	0.107727
-0.00274658	0.0808716	0.078125
-0.0228882	0.0643921	0.0415039
-0.0369263	0.0378418	0.000915527
-0.0454712	0.00518799	-0.0402832
-0.0491333	-0.0283813	-0.0775146
-0.0494385	-0.0582886	-0.107727
-0.0473022	-0.0808716	-0.128174
-0.0445557	-0.093689	-0.138245
-0.0418091	-0.0958252	-0.137634
-0.039978	-0.0878906	-0.127869
-0.0393677	-0.0726318	-0.112
-0.039978	-0.0534058	-0.0933838
-0.0408936	-0.0335693	-0.0744629
-0.0405884	-0.0177002	-0.0582886
-0.0387573	-0.00732422	-0.0460815
-0.0357056	-0.00152588	-0.0372314
-0.0317383	0.000610352	-0.0311279
-0.0280762	0.000610352	-0.0274658
-0.0250244	-0.000610352	-0.0256348
-0.0228882	-0.00244141	-0.0253296
-0.0216675	-0.00305176	-0.0247192
-0.0219727	-0.00366211	-0.0256348
-0.0231934	-0.00335693	-0.0265503
-0.0259399	-0.00244141	-0.0283813
-0.0292969	-0.0012207	-0.0305176
-0.0326538	-0.000610352	-0.0332642
-0.0360107	-0.000915527	-0.0369263
-0.0387573	-0.00274658	-0.0415039
-0.039978	-0.00549316	-0.0454712
-0.0402832	-0.00793457	-0.0482178
-0.0393677	-0.0100708	-0.0494385
-0.0378418	-0.0109863	-0.0488281
-0.0357056	-0.0109863	-0.0466919
-0.032959	-0.0100708	-0.0430298
-0.0302124	-0.00854492	-0.0387573
-0.0271606	-0.00640869	-0.0335693
-0.0241089	-0.00427246	-0.0283813
-0.0210571	-0.00274658	-0.0238037
-0.0189209	-0.0012207	-0.0201416
-0.0167847	-0.000305176	-0.0170898
-0.0152588	-0.000305176	-0.015564
-0.0140381	-0.000305176	-0.0143433
-0.0134277	-0.000915527	-0.0143433
-0.0125122	-0.00244141	-0.0149536
-0.0112915	-0.00488281	-0.0161743
-0.0106812	-0.00640869	-0.0170898
-0.010376	-0.00701904	-0.017395
-0.010376	-0.00732422	-0.0177002
-0.010376	-0.00762939	-0.0180054
-0.0106812	-0.00793457	-0.0186157
-0.0112915	-0.00854492	-0.0198364
-0.012207	-0.00854492	-0.020752
-0.0128174	-0.00762939	-0.0204468
-0.0134277	-0.00701904	-0.0204468
-0.0140381	-0.00640869	-0.0204468
-0.0140381	-0.00640869	-0.0204468
-0.0134277	-0.00640869	-0.0198364
-0.0119019	-0.00610352	-0.0180054
-0.010376	-0.00610352	-0.0164795
-0.00854492	-0.00610352	-0.0146484
-0.00640869	-0.00610352	-0.0125122
-0.00427246	-0.00610352	-0.010376
-0.00183105	-0.00640869	-0.00823975
0	-0.00701904	-0.00701904
0.0012207	-0.00793457	-0.00671387
0.00183105	-0.00854492	-0.00671387
0.00183105	-0.00854492	-0.00671387
0.00152588	-0.00854492	-0.00701904
0.000915527	-0.00823975	-0.00732422
-0.000305176	-0.00762939	-0.00793457
-0.00152588	-0.00671387	-0.00823975
-0.00274658	-0.00610352	-0.0088501
-0.00335693	-0.00579834	-0.00915527
-0.00366211	-0.00579834	-0.00946045
-0.00396729	-0.00549316	-0.00946045
-0.00396729	-0.00610352	-0.0100708
-0.00366211	-0.00793457	-0.0115967
-0.00274658	-0.010376	-0.0131226
-0.000610352	-0.0128174	-0.0134277
0.00152588	-0.0152588	-0.0137329
0.00366211	-0.017395	-0.0137329
0.00549316	-0.0189209	-0.0134277
0.00610352	-0.0198364	-0.0137329
0.00610352	-0.0204468	-0.0143433
0.00549316	-0.020752	-0.0152588
0.00549316	-0.0213623	-0.0158691
0.00549316	-0.0216675	-0.0161743
0.00579834	-0.0222778	-0.0164795
0.00610352	-0.0231934	-0.0170898
0.00732422	-0.0247192	-0.017395
0.0088501	-0.0271606	-0.0183105
0.0106812	-0.0286865	-0.0180054
0.0125122	-0.0292969	-0.0167847
0.0140381	-0.0296021	-0.015564
0.0158691	-0.0302124	-0.0143433
0.0180054	-0.0311279	-0.0131226
0.0198364	-0.0320435	-0.012207
0.0210571	-0.0332642	-0.012207
0.0213623	-0.03479	-0.0134277
0.020752	-0.0366211	-0.0158691
0.0201416	-0.0393677	-0.0192261
0.0198364	-0.0430298	-0.0231934
0.0198364	-0.0479126	-0.0280762
0.0201416	-0.0527954	-0.0326538
0.0198364	-0.0561523	-0.0363159
0.0198364	-0.0582886	-0.0384521
0.0204468	-0.0588989	-0.0384521
0.0219727	-0.0585938	-0.0366211
0.0234985	-0.057373	-0.0338745
0.0256348	-0.0558472	-0.0302124
0.0286865	-0.0540161	-0.0253296
0.0320435	-0.0521851	-0.0201416
0.0354004	-0.0500488	-0.0146484
0.0387573	-0.0482178	-0.00946045
0.0421143	-0.0469971	-0.00488281
0.0445557	-0.0460815	-0.00152588
0.0463867	-0.0460815	0.000305176
0.0473022	-0.0460815	0.0012207
0.0469971	-0.0457764	0.0012207
0.0454712	-0.0454712	0
0.0436401	-0.0448608	-0.0012207
0.0415039	-0.0436401	-0.00213623
0.0393677	-0.0424194	-0.00305176
0.0366211	-0.039978	-0.00335693
0.0332642	-0.0363159	-0.00305176
0.0296021	-0.0323486	-0.00274658
0.0268555	-0.0283813	-0.00152588
0.0247192	-0.0241089	0.000610352
0.0222778	-0.0195313	0.00274658
0.0195313	-0.015564	0.00396729
0.0164795	-0.0109863	0.00549316
0.0128174	-0.00549316	0.00732422
0.0088501	-0.000610352	0.00823975
0.00579834	0.00305176	0.0088501
0.00305176	0.00579834	0.0088501
0.000610352	0.00823975	0.0088501
-0.00152588	0.010376	0.0088501
-0.00305176	0.0115967	0.00854492
-0.00396729	0.012207	0.00823975
-0.00488281	0.0131226	0.00823975
-0.00610352	0.0143433	0.00823975
-0.00762939	0.0158691	0.00823975
-0.00976563	0.0170898	0.00732422
-0.0112915	0.0183105	0.00701904
-0.0131226	0.0198364	0.00671387
-0.0146484	0.020752	0.00610352
-0.0167847	0.0216675	0.00488281
-0.0201416	0.0216675	0.00152588
-0.0244141	0.020752	-0.00366211
-0.0283813	0.0189209	-0.00946045
-0.0317383	0.0161743	-0.015564
-0.0341797	0.0134277	-0.020752
-0.0363159	0.010376	-0.0259399
-0.038147	0.00671387	-0.0314331
-0.039978	0.00305176	-0.0369263
-0.0415039	-0.000305176	-0.0418091
-0.0418091	-0.00305176	-0.0448608
-0.0408936	-0.00427246	-0.045166
-0.038147	-0.00488281	-0.0430298
-0.03479	-0.00488281	-0.0396729
-0.0311279	-0.00427246	-0.0354004
-0.0271606	-0.00274658	-0.0299072
-0.022583	-0.00152588	-0.0241089
-0.0186157	0.000915527	-0.0177002
-0.0158691	0.00488281	-0.0109863
-0.0143433	0.00915527	-0.00518799
-0.0131226	0.0134277	0.000305176
-0.0119019	0.0158691	0.00396729
-0.0109863	0.0170898	0.00610352
-0.0106812	0.017395	0.00671387
-0.0106812	0.017395	0.00671387
-0.0109863	0.0164795	0.00549316
-0.0106812	0.0143433	0.00366211
-0.00976563	0.0115967	0.00183105
-0.00854492	0.0088501	0.000305176
-0.00732422	0.00610352	-0.0012207
-0.00640869	0.00396729	-0.00244141
-0.00579834	0.00305176	-0.00274658
-0.00610352	0.00305176	-0.00305176
-0.00671387	0.00427246	-0.00244141
-0.00762939	0.00671387	-0.000915527
-0.00915527	0.00915527	0
-0.0106812	0.0112915	0.000610352
-0.012207	0.0128174	0.000610352
-0.0137329	0.0140381	0.000305176
-0.0140381	0.0143433	0.000305176
-0.0131226	0.0131226	0
-0.012207	0.012207	0
-0.0112915	0.0115967	0.000305176
-0.010376	0.0112915	0.000915527
-0.00946045	0.0109863	0.00152588
-0.00854492	0.0106812	0.00213623
-0.00762939	0.0100708	0.00244141
-0.00701904	0.00915527	0.00213623
-0.00793457	0.0088501	0.000915527
-0.00915527	0.0088501	-0.000305176
-0.00976563	0.00946045	-0.000305176
-0.0100708	0.0100708	0
-0.010376	0.010376	0
-0.0109863	0.0106812	-0.000305176
-0.0119019	0.0112915	-0.000610352
-0.012207	0.0109863	-0.0012207
-0.012207	0.010376	-0.00183105
-0.0115967	0.00976563	-0.00183105
-0.0109863	0.00946045	-0.00152588
-0.010376	0.0088501	-0.00152588
-0.010376	0.00823975	-0.00213623
-0.010376	0.00701904	-0.00335693
-0.0106812	0.00549316	-0.00518799
-0.010376	0.00366211	-0.00671387
-0.0106812	0.00183105	-0.0088501
-0.010376	0.000610352	-0.00976563
-0.00946045	-0.000610352	-0.0100708
-0.00823975	-0.00183105	-0.0100708
-0.00732422	-0.00305176	-0.010376
-0.00610352	-0.00488281	-0.0109863
-0.00518799	-0.00610352	-0.0112915
-0.00457764	-0.00610352	-0.0106812
-0.00396729	-0.00549316	-0.00946045
-0.00305176	-0.00427246	-0.00732422
-0.00274658	-0.00305176	-0.00579834
-0.00244141	-0.00183105	-0.00427246
-0.00244141	-0.000305176	-0.00274658
-0.00244141	0.00213623	-0.000305176
-0.00305176	0.00518799	0.00213623
-0.00396729	0.0088501	0.00488281
-0.00457764	0.0112915	0.00671387
-0.00549316	0.012207	0.00671387
-0.00610352	0.0115967	0.00549316
-0.00701904	0.0109863	0.00396729
-0.00762939	0.0106812	0.00305176
-0.00823975	0.0100708	0.00183105
-0.00762939	0.0088501	0.0012207
-0.00671387	0.00732422	0.000610352
-0.00549316	0.00640869	0.000915527
-0.00457764	0.00579834	0.0012207
-0.00305176	0.00488281	0.00183105
-0.00152588	0.00427246	0.00274658
-0.000305176	0.00396729	0.00366211
0.000610352	0.00457764	0.00518799
0.000915527	0.00549316	0.00640869
0.000305176	0.00579834	0.00610352
-0.0012207	0.00549316	0.00427246
-0.00335693	0.00518799	0.00183105
-0.00610352	0.00457764	-0.00152588
-0.00854492	0.00366211	-0.00488281
-0.0106812	0.00244141	-0.00823975
-0.012207	0.000915527	-0.0112915
-0.0131226	-0.000305176	-0.0134277
-0.0137329	-0.00152588	-0.0152588
-0.0131226	-0.00274658	-0.0158691
-0.010376	-0.00427246	-0.0146484
-0.00671387	-0.00488281	-0.0115967
-0.00335693	-0.00427246	-0.00762939
0	-0.00335693	-0.00335693
0.00335693	-0.00244141	0.000915527
0.00671387	-0.00152588	0.00518799
0.010376	-0.00183105	0.00854492
0.0134277	-0.00274658	0.0106812
0.0152588	-0.00213623	0.0131226
0.015564	-0.000915527	0.0146484
0.0152588	0	0.0152588
0.0143433	0	0.0143433
0.0134277	0	0.0134277
0.0119019	-0.000305176	0.0115967
0.010376	0	0.010376
0.0088501	0.000610352	0.00946045
0.00762939	0.0012207	0.0088501
0.00671387	0.0012207	0.00793457
0.00610352	0.000915527	0.00701904
0.00610352	0.000305176	0.00640869
0.00701904	-0.000915527	0.00610352
0.00854492	-0.00213623	0.00640869
0.010376	-0.00366211	0.00671387
0.0119019	-0.00488281	0.00701904
0.0125122	-0.00457764	0.00793457
0.0125122	-0.00396729	0.00854492
0.0119019	-0.00244141	0.00946045
0.0109863	-0.000610352	0.010376
0.00946045	0.0012207	0.0106812
0.00793457	0.00274658	0.0106812
0.00671387	0.00335693	0.0100708
0.00549316	0.00305176	0.00854492
0.00366211	0.00305176	0.00671387
0.00152588	0.00305176	0.00457764
0	0.00305176	0.00305176
-0.000610352	0.00213623	0.00152588
-0.000305176	0.000610352	0.000305176
0.000610352	-0.000915527	-0.000305176
0.00152588	-0.00183105	-0.000305176
0.00244141	-0.00152588	0.000915527
0.00305176	-0.000305176	0.00274658
0.00335693	0.000915527	0.00427246
0.00396729	0.00213623	0.00610352
0.00518799	0.00244141	0.00762939
0.00701904	0.00213623	0.00915527
0.00793457	0.00244141	0.010376
0.00793457	0.00305176	0.0109863
0.00762939	0.00335693	0.0109863
0.00701904	0.00335693	0.010376
0.00640869	0.00305176	0.00946045
0.00518799	0.00274658	0.00793457
0.00396729	0.00305176	0.00701904
0.00274658	0.00366211	0.00640869
0.0012207	0.00396729	0.00518799
0	0.00396729	0.00396729
-0.0012207	0.00335693	0.00213623
-0.00183105	0.00213623	0.000305176
-0.00183105	0.000915527	-0.000915527
-0.0012207	-0.000610352	-0.00183105
-0.000610352	-0.0012207	-0.00183105
-0.000305176	-0.00152588	-0.00183105
-0.000305176	-0.00152588	-0.00183105
-0.000305176	-0.00244141	-0.00274658
-0.000610352	-0.00335693	-0.00396729
-0.000610352	-0.00427246	-0.00488281
-0.000305176	-0.00457764	-0.00488281
-0.000305176	-0.00457764	-0.00488281
-0.000305176	-0.00457764	-0.00488281
0	-0.00427246	-0.00427246
0.000305176	-0.00427246	-0.00396729
0.000915527	-0.00366211	-0.00274658
0.00213623	-0.00335693	-0.0012207
0.00366211	-0.00274658	0.000915527
0.00518799	-0.00152588	0.00366211
0.00701904	0	0.00701904
0.00915527	0.00152588	0.0106812
0.0106812	0.00244141	0.0131226
0.012207	0.00305176	0.0152588
0.0137329	0.00305176	0.0167847
0.015564	0.00183105	0.017395
0.0180054	0	0.0180054
0.0195313	-0.000915527	0.0186157
0.0204468	-0.00152588	0.0189209
0.0216675	-0.00183105	0.0198364
0.0231934	-0.00213623	0.0210571
0.0253296	-0.00152588	0.0238037
0.0274658	-0.000305176	0.0271606
0.0286865	0.00183105	0.0305176
0.0299072	0.00457764	0.0344849
0.0308228	0.00732422	0.038147
0.0323486	0.00976563	0.0421143
0.0338745	0.0112915	0.045166
0.0350952	0.0106812	0.0457764
0.0363159	0.00854492	0.0448608
0.0372314	0.00427246	0.0415039
0.038147	-0.0012207	0.0369263
0.0387573	-0.00793457	0.0308228
0.0387573	-0.0149536	0.0238037
0.038147	-0.0228882	0.0152588
0.0378418	-0.0311279	0.00671387
0.0369263	-0.0387573	-0.00183105
0.0354004	-0.0442505	-0.0088501
0.032959	-0.0473022	-0.0143433
0.0302124	-0.0476074	-0.017395
0.0271606	-0.045166	-0.0180054
0.0234985	-0.0405884	-0.0170898
0.0195313	-0.0344849	-0.0149536
0.0152588	-0.027771	-0.0125122
0.0109863	-0.020752	-0.00976563
0.00701904	-0.0140381	-0.00701904
0.00335693	-0.00823975	-0.00488281
0	-0.00335693	-0.00335693
-0.00366211	0.000915527	-0.00274658
-0.00701904	0.00335693	-0.00366211
-0.0100708	0.00427246	-0.00579834
-0.0131226	0.00457764	-0.00854492
-0.015564	0.00427246	-0.0112915
-0.0170898	0.00366211	-0.0134277
-0.017395	0.00274658	-0.0146484
-0.017395	0.00183105	-0.015564
-0.017395	0.00213623	-0.0152588
-0.0170898	0.00244141	-0.0146484
-0.0164795	0.00213623	-0.0143433
-0.0143433	0.00152588	-0.0128174
-0.0115967	0.000610352	-0.0109863
-0.00854492	0	-0.00854492
-0.00549316	-0.000305176	-0.00579834
-0.00335693	-0.000610352	-0.00396729
-0.00183105	-0.000915527	-0.00274658
-0.000915527	-0.0012207	-0.00213623
-0.000915527	-0.000915527	-0.00183105
-0.00183105	0.00183105	0
-0.00366211	0.00732422	0.00366211
-0.00701904	0.015564	0.00854492
-0.0115967	0.0256348	0.0140381
-0.0164795	0.0354004	0.0189209
-0.0198364	0.0430298	0.0231934
-0.0204468	0.0485229	0.0280762
-0.0170898	0.0506592	0.0335693
-0.0100708	0.0497437	0.0396729
0.000610352	0.043335	0.0439453
0.015564	0.0308228	0.0463867
0.03479	0.0112915	0.0460815
0.0576782	-0.0131226	0.0445557
0.0823975	-0.038147	0.0442505
0.107117	-0.0601196	0.0469971
0.1297	-0.0759888	0.0537109
0.1474	-0.0811768	0.0662231
0.15686	-0.0732422	0.0836182
0.156555	-0.0521851	0.10437
0.147095	-0.0189209	0.128174
0.128479	0.0234985	0.151978
0.103149	0.0689697	0.172119
0.072937	0.111389	0.184326
0.0402832	0.144958	0.185242
0.00854492	0.16571	0.174255
-0.0204468	0.171509	0.151062
-0.0445557	0.161438	0.116882
-0.062561	0.136719	0.0741577
-0.0732422	0.0997925	0.0265503
-0.0772095	0.0558472	-0.0213623
-0.0756836	0.010376	-0.0653076
-0.0695801	-0.0317383	-0.101318
-0.06073	-0.0653076	-0.126038
-0.0515747	-0.0866699	-0.138245
-0.043335	-0.0958252	-0.13916
-0.0366211	-0.0946045	-0.131226
-0.0320435	-0.0857544	-0.117798
-0.0286865	-0.0726318	-0.101318
-0.0262451	-0.0585938	-0.0848389
-0.0238037	-0.045166	-0.0689697
-0.0210571	-0.0341797	-0.0552368
-0.0177002	-0.027771	-0.0454712
-0.0140381	-0.0256348	-0.0396729
-0.0106812	-0.0256348	-0.0363159
-0.00762939	-0.0271606	-0.03479
-0.00457764	-0.0289917	-0.0335693
-0.00213623	-0.0299072	-0.0320435
-0.000305176	-0.0286865	-0.0289917
0.000305176	-0.0265503	-0.0262451
0	-0.0238037	-0.0238037
-0.000915527	-0.0204468	-0.0213623
-0.00274658	-0.0164795	-0.0192261
-0.00549316	-0.0125122	-0.0180054
-0.00823975	-0.00915527	-0.017395
-0.00976563	-0.00701904	-0.0167847
-0.010376	-0.00549316	-0.0158691
-0.0109863	-0.00457764	-0.015564
-0.0106812	-0.00488281	-0.015564
-0.0100708	-0.00579834	-0.0158691
-0.00854492	-0.00762939	-0.0161743
-0.00610352	-0.00976563	-0.0158691
-0.00396729	-0.0112915	-0.0152588
-0.00244141	-0.012207	-0.0146484
-0.0012207	-0.0128174	-0.0140381
0	-0.0131226	-0.0131226
0.000610352	-0.0134277	-0.0128174
0.0012207	-0.0134277	-0.012207
0.00213623	-0.0134277	-0.0112915
0.00274658	-0.0137329	-0.0109863
0.00335693	-0.0137329	-0.010376
0.00366211	-0.0143433	-0.0106812
0.00427246	-0.0149536	-0.0106812
0.00488281	-0.0152588	-0.010376
0.00549316	-0.0161743	-0.0106812
0.00579834	-0.0170898	-0.0112915
0.00549316	-0.017395	-0.0119019
0.00427246	-0.0180054	-0.0137329
0.00335693	-0.0183105	-0.0149536
0.00244141	-0.0186157	-0.0161743
0.00213623	-0.0186157	-0.0164795
0.00183105	-0.0186157	-0.0167847
0.00213623	-0.0186157	-0.0164795
0.00274658	-0.0186157	-0.0158691
0.00396729	-0.0183105	-0.0143433
0.00579834	-0.0180054	-0.012207
0.00732422	-0.0177002	-0.010376
0.0088501	-0.017395	-0.00854492
0.0100708	-0.0170898	-0.00701904
0.0115967	-0.0164795	-0.00488281
0.0128174	-0.0161743	-0.00335693
0.0137329	-0.0161743	-0.00244141
0.0146484	-0.017395	-0.00274658
0.0152588	-0.0198364	-0.00457764
0.0158691	-0.0222778	-0.00640869
0.0161743	-0.0228882	-0.00671387
0.0161743	-0.0231934	-0.00701904
0.0164795	-0.0238037	-0.00732422
0.0170898	-0.0244141	-0.00732422
0.0177002	-0.0247192	-0.00701904
0.0186157	-0.0244141	-0.00579834
0.0198364	-0.0231934	-0.00335693
0.0210571	-0.020752	0.000305176
0.0216675	-0.0180054	0.00366211
0.0219727	-0.015564	0.00640869
0.0222778	-0.0143433	0.00793457
0.022583	-0.0143433	0.00823975
0.0228882	-0.0149536	0.00793457
0.0231934	-0.0158691	0.00732422
0.0238037	-0.0177002	0.00610352
0.0238037	-0.0198364	0.00396729
0.0241089	-0.0228882	0.0012207
0.0250244	-0.0265503	-0.00152588
0.0268555	-0.0311279	-0.00427246
0.0286865	-0.0357056	-0.00701904
0.0308228	-0.0393677	-0.00854492
0.0326538	-0.0427246	-0.0100708
0.0344849	-0.0454712	-0.0109863
0.0363159	-0.0479126	-0.0115967
0.0387573	-0.0500488	-0.0112915
0.0411987	-0.0515747	-0.010376
0.043335	-0.0527954	-0.00946045
0.0448608	-0.0537109	-0.0088501
0.0463867	-0.055542	-0.00915527
0.0476074	-0.0564575	-0.0088501
0.0488281	-0.0561523	-0.00732422
0.0500488	-0.0552368	-0.00518799
0.0509644	-0.0549316	-0.00396729
0.0521851	-0.055542	-0.00335693
0.0531006	-0.0567627	-0.00366211
0.0534058	-0.057373	-0.00396729
0.0531006	-0.057373	-0.00427246
0.0521851	-0.0567627	-0.00457764
0.0512695	-0.0567627	-0.00549316
0.0506592	-0.0576782	-0.00701904
0.050354	-0.0595093	-0.00915527
0.050354	-0.0616455	-0.0112915
0.050354	-0.0631714	-0.0128174
0.050354	-0.0637817	-0.0134277
0.0497437	-0.0640869	-0.0143433
0.0491333	-0.0640869	-0.0149536
0.0485229	-0.0640869	-0.015564
0.0479126	-0.0637817	-0.0158691
0.0473022	-0.0628662	-0.015564
0.0460815	-0.0616455	-0.015564
0.0448608	-0.0601196	-0.0152588
0.043335	-0.0576782	-0.0143433
0.0411987	-0.0549316	-0.0137329
0.0387573	-0.0521851	-0.0134277
0.0363159	-0.0491333	-0.0128174
0.0341797	-0.0457764	-0.0115967
0.0320435	-0.0411987	-0.00915527
0.0305176	-0.0357056	-0.00518799
0.0289917	-0.0305176	-0.00152588
0.027771	-0.0256348	0.00213623
0.0262451	-0.020752	0.00549316
