L I	L III	L II(Calc.)
-0.00946045	0.00732422	-0.00213623
-0.012207	0.00823975	-0.00396729
-0.0143433	0.00915527	-0.00518799
-0.0161743	0.00976563	-0.00640869
-0.0170898	0.00915527	-0.00793457
-0.017395	0.00762939	-0.00976563
-0.017395	0.00549316	-0.0119019
-0.0180054	0.00366211	-0.0143433
-0.0186157	0.00183105	-0.0167847
-0.0186157	0	-0.0186157
-0.0177002	-0.00152588	-0.0192261
-0.0161743	-0.00274658	-0.0189209
-0.0146484	-0.00305176	-0.0177002
-0.0134277	-0.00305176	-0.0164795
-0.0125122	-0.00274658	-0.0152588
-0.012207	-0.00183105	-0.0140381
-0.0119019	-0.000610352	-0.0125122
-0.0115967	0.000305176	-0.0112915
-0.0112915	0.000610352	-0.0106812
-0.0115967	0.000305176	-0.0112915
-0.0128174	0	-0.0128174
-0.0143433	0	-0.0143433
-0.0152588	-0.000305176	-0.015564
-0.0152588	-0.00183105	-0.0170898
-0.0152588	-0.00335693	-0.0186157
-0.0152588	-0.00396729	-0.0192261
-0.015564	-0.00366211	-0.0192261
-0.015564	-0.00366211	-0.0192261
-0.015564	-0.00396729	-0.0195313
-0.0146484	-0.00396729	-0.0186157
-0.0128174	-0.00396729	-0.0167847
-0.0106812	-0.00305176	-0.0137329
-0.00946045	-0.00152588	-0.0109863
-0.00854492	-0.000305176	-0.0088501
-0.00823975	0.000305176	-0.00793457
-0.00701904	-0.000915527	-0.00793457
-0.00518799	-0.00274658	-0.00793457
-0.00305176	-0.00518799	-0.00823975
-0.00152588	-0.00671387	-0.00823975
-0.000915527	-0.00762939	-0.00854492
-0.0012207	-0.00793457	-0.00915527
-0.00152588	-0.00854492	-0.0100708
-0.00274658	-0.00915527	-0.0119019
-0.00335693	-0.0100708	-0.0134277
-0.00305176	-0.00976563	-0.0128174
-0.00244141	-0.00823975	-0.0106812
-0.00183105	-0.00671387	-0.00854492
-0.00183105	-0.00488281	-0.00671387
-0.0012207	-0.00335693	-0.00457764
0	-0.00244141	-0.00244141
0.0012207	-0.00274658	-0.00152588
0.00213623	-0.00305176	-0.000915527
0.00305176	-0.00274658	0.000305176
0.00396729	-0.00274658	0.0012207
0.00457764	-0.00366211	0.000915527
0.00457764	-0.00488281	-0.000305176
0.00457764	-0.00579834	-0.0012207
0.00457764	-0.00640869	-0.00183105
0.00518799	-0.00640869	-0.0012207
0.00549316	-0.00640869	-0.000915527
0.00610352	-0.00671387	-0.000610352
0.00640869	-0.00671387	-0.000305176
0.00640869	-0.00579834	0.000610352
0.00671387	-0.00518799	0.00152588
0.00701904	-0.00488281	0.00213623
0.00732422	-0.00518799	0.00213623
0.00640869	-0.00579834	0.000610352
0.00518799	-0.00701904	-0.00183105
0.00427246	-0.00854492	-0.00427246
0.00335693	-0.0100708	-0.00671387
0.00274658	-0.0106812	-0.00793457
0.00183105	-0.010376	-0.00854492
0.00152588	-0.00976563	-0.00823975
0.00183105	-0.0088501	-0.00701904
0.00274658	-0.00793457	-0.00518799
0.00457764	-0.00610352	-0.00152588
0.00640869	-0.00427246	0.00213623
0.00793457	-0.00213623	0.00579834
0.00976563	0	0.00976563
0.0115967	0.00152588	0.0131226
0.0131226	0.00183105	0.0149536
0.0137329	0.0012207	0.0149536
0.0140381	-0.000305176	0.0137329
0.0137329	-0.00152588	0.012207
0.0128174	-0.00183105	0.0109863
0.0112915	-0.0012207	0.0100708
0.00915527	-0.000915527	0.00823975
0.00732422	-0.000610352	0.00671387
0.00579834	-0.000305176	0.00549316
0.00457764	0.000305176	0.00488281
0.00366211	0.00152588	0.00518799
0.00274658	0.00274658	0.00549316
0.00213623	0.00305176	0.00518799
0.00213623	0.00244141	0.00457764
0.00244141	0.0012207	0.00366211
0.00274658	-0.000305176	0.00244141
0.00152588	-0.00152588	0
-0.000305176	-0.00335693	-0.00366211
-0.00183105	-0.00518799	-0.00701904
-0.00274658	-0.00701904	-0.00976563
-0.00274658	-0.00793457	-0.0106812
-0.00274658	-0.00823975	-0.0109863
-0.00335693	-0.00793457	-0.0112915
-0.00396729	-0.00793457	-0.0119019
-0.00427246	-0.00823975	-0.0125122
-0.00457764	-0.00854492	-0.0131226
-0.00396729	-0.0088501	-0.0128174
-0.00244141	-0.0088501	-0.0112915
-0.000305176	-0.0088501	-0.00915527
0.00183105	-0.0088501	-0.00701904
0.00274658	-0.00915527	-0.00640869
0.00305176	-0.0100708	-0.00701904
0.00366211	-0.0112915	-0.00762939
0.00427246	-0.012207	-0.00793457
0.00488281	-0.0131226	-0.00823975
0.00488281	-0.0137329	-0.0088501
0.00396729	-0.0134277	-0.00946045
0.00213623	-0.0131226	-0.0109863
-0.000305176	-0.0128174	-0.0131226
-0.00274658	-0.0125122	-0.0152588
-0.00427246	-0.0119019	-0.0161743
-0.00549316	-0.0109863	-0.0164795
-0.00610352	-0.00976563	-0.0158691
-0.00610352	-0.00946045	-0.015564
-0.00579834	-0.00915527	-0.0149536
-0.00518799	-0.00915527	-0.0143433
-0.00366211	-0.0100708	-0.0137329
-0.00183105	-0.0109863	-0.0128174
-0.000305176	-0.0115967	-0.0119019
0.000915527	-0.0119019	-0.0109863
0.00152588	-0.0128174	-0.0112915
0.000915527	-0.0131226	-0.012207
-0.000610352	-0.012207	-0.0128174
-0.00274658	-0.0100708	-0.0128174
-0.00518799	-0.00762939	-0.0128174
-0.00732422	-0.00488281	-0.012207
-0.00915527	-0.00274658	-0.0119019
-0.0109863	-0.0012207	-0.012207
-0.0125122	-0.000305176	-0.0128174
-0.0137329	0.000610352	-0.0131226
-0.0143433	0.0012207	-0.0131226
-0.0143433	0.000305176	-0.0140381
-0.0140381	-0.00183105	-0.0158691
-0.0134277	-0.00396729	-0.017395
-0.0128174	-0.00640869	-0.0192261
-0.012207	-0.00854492	-0.020752
-0.012207	-0.010376	-0.022583
-0.0128174	-0.0115967	-0.0244141
-0.0137329	-0.0125122	-0.0262451
-0.0149536	-0.0131226	-0.0280762
-0.0158691	-0.0140381	-0.0299072
-0.0170898	-0.0140381	-0.0311279
-0.0183105	-0.0137329	-0.0320435
-0.0195313	-0.0128174	-0.0323486
-0.0210571	-0.012207	-0.0332642
-0.0216675	-0.0119019	-0.0335693
-0.0216675	-0.0119019	-0.0335693
-0.0216675	-0.0115967	-0.0332642
-0.0219727	-0.0109863	-0.032959
-0.0213623	-0.010376	-0.0317383
-0.0201416	-0.0100708	-0.0302124
-0.0189209	-0.0100708	-0.0289917
-0.0177002	-0.0112915	-0.0289917
-0.017395	-0.0128174	-0.0302124
-0.0177002	-0.0137329	-0.0314331
-0.0183105	-0.0131226	-0.0314331
-0.0192261	-0.012207	-0.0314331
-0.0198364	-0.0112915	-0.0311279
-0.020752	-0.010376	-0.0311279
-0.0213623	-0.00946045	-0.0308228
-0.022583	-0.00823975	-0.0308228
-0.022583	-0.00640869	-0.0289917
-0.0216675	-0.00396729	-0.0256348
-0.0198364	-0.00244141	-0.0222778
-0.0177002	-0.00213623	-0.0198364
-0.0149536	-0.00274658	-0.0177002
-0.0128174	-0.00396729	-0.0167847
-0.0112915	-0.00549316	-0.0167847
-0.010376	-0.00701904	-0.017395
-0.0100708	-0.00793457	-0.0180054
-0.0106812	-0.00762939	-0.0183105
-0.0119019	-0.00671387	-0.0186157
-0.0134277	-0.00640869	-0.0198364
-0.0152588	-0.00610352	-0.0213623
-0.0167847	-0.00549316	-0.0222778
-0.0186157	-0.00427246	-0.0228882
-0.0195313	-0.00274658	-0.0222778
-0.0189209	-0.0012207	-0.0201416
-0.0170898	-0.000305176	-0.017395
-0.0137329	0	-0.0137329
-0.010376	-0.000610352	-0.0109863
-0.00640869	-0.00183105	-0.00823975
-0.00274658	-0.00305176	-0.00579834
0.000305176	-0.00366211	-0.00335693
0.00305176	-0.00335693	-0.000305176
0.00518799	-0.00274658	0.00244141
0.00762939	-0.00244141	0.00518799
0.00976563	-0.00244141	0.00732422
0.0112915	-0.00274658	0.00854492
0.0115967	-0.00274658	0.0088501
0.0119019	-0.00274658	0.00915527
0.0128174	-0.00335693	0.00946045
0.0137329	-0.00427246	0.00946045
0.0149536	-0.00518799	0.00976563
0.0158691	-0.00610352	0.00976563
0.0164795	-0.00701904	0.00946045
0.0170898	-0.00762939	0.00946045
0.0177002	-0.0088501	0.0088501
0.0180054	-0.010376	0.00762939
0.0180054	-0.0128174	0.00518799
0.017395	-0.0152588	0.00213623
0.0164795	-0.0183105	-0.00183105
0.0158691	-0.0213623	-0.00549316
0.0158691	-0.0250244	-0.00915527
0.0161743	-0.0302124	-0.0140381
0.0161743	-0.0360107	-0.0198364
0.0158691	-0.0421143	-0.0262451
0.0152588	-0.0466919	-0.0314331
0.0134277	-0.0491333	-0.0357056
0.0119019	-0.0488281	-0.0369263
0.00976563	-0.0466919	-0.0369263
0.00732422	-0.043335	-0.0360107
0.00366211	-0.0390625	-0.0354004
-0.000610352	-0.032959	-0.0335693
-0.00579834	-0.0256348	-0.0314331
-0.0109863	-0.0180054	-0.0289917
-0.0164795	-0.0106812	-0.0271606
-0.0216675	-0.00457764	-0.0262451
-0.0259399	0.000610352	-0.0253296
-0.0292969	0.00396729	-0.0253296
-0.0314331	0.00549316	-0.0259399
-0.0332642	0.00610352	-0.0271606
-0.0341797	0.00610352	-0.0280762
-0.0344849	0.00488281	-0.0296021
-0.0338745	0.00335693	-0.0305176
-0.0332642	0.00183105	-0.0314331
-0.0320435	0.000305176	-0.0317383
-0.0311279	-0.000610352	-0.0317383
-0.0308228	-0.000915527	-0.0317383
-0.0311279	-0.000610352	-0.0317383
-0.0314331	-0.000305176	-0.0317383
-0.0311279	-0.000610352	-0.0317383
-0.0308228	-0.0012207	-0.0320435
-0.0308228	-0.00183105	-0.0326538
-0.0311279	-0.00213623	-0.0332642
-0.0317383	-0.00213623	-0.0338745
-0.0338745	-0.00183105	-0.0357056
-0.0369263	-0.000915527	-0.0378418
-0.039978	0.00152588	-0.0384521
-0.0430298	0.00701904	-0.0360107
-0.0466919	0.0164795	-0.0302124
-0.0500488	0.0274658	-0.022583
-0.0521851	0.0375366	-0.0146484
-0.0512695	0.045166	-0.00610352
-0.0479126	0.0509644	0.00305176
-0.0408936	0.0543213	0.0134277
-0.0305176	0.0521851	0.0216675
-0.015564	0.0430298	0.0274658
0.00396729	0.0265503	0.0305176
0.0271606	0.00396729	0.0311279
0.0518799	-0.0210571	0.0308228
0.0762939	-0.0448608	0.0314331
0.0979614	-0.0656128	0.0323486
0.115967	-0.0796509	0.0363159
0.127563	-0.083313	0.0442505
0.13092	-0.0762939	0.0546265
0.126648	-0.0588989	0.067749
0.114441	-0.0338745	0.0805664
0.09552	-0.00488281	0.0906372
0.0717163	0.022583	0.0942993
0.045166	0.0421143	0.0872803
0.0195313	0.0497437	0.0692749
-0.00305176	0.0448608	0.0418091
-0.0219727	0.0292969	0.00732422
-0.0357056	0.00549316	-0.0302124
-0.0445557	-0.0244141	-0.0689697
-0.0488281	-0.0564575	-0.105286
-0.0497437	-0.0854492	-0.135193
-0.0494385	-0.107727	-0.157166
-0.0482178	-0.119934	-0.168152
-0.0473022	-0.119629	-0.166931
-0.0476074	-0.107727	-0.155334
-0.0491333	-0.0878906	-0.137024
-0.0515747	-0.0634766	-0.115051
-0.0540161	-0.038147	-0.0921631
-0.0561523	-0.0164795	-0.0726318
-0.0579834	-0.000305176	-0.0582886
-0.0579834	0.00976563	-0.0482178
-0.0561523	0.0143433	-0.0418091
-0.0531006	0.0140381	-0.0390625
-0.0497437	0.0100708	-0.0396729
-0.0466919	0.00427246	-0.0424194
-0.0442505	-0.000915527	-0.045166
-0.0424194	-0.00457764	-0.0469971
-0.0411987	-0.00671387	-0.0479126
-0.039978	-0.00701904	-0.0469971
-0.0390625	-0.00610352	-0.045166
-0.0378418	-0.00488281	-0.0427246
-0.0375366	-0.00366211	-0.0411987
-0.0375366	-0.00213623	-0.0396729
-0.0372314	-0.0012207	-0.0384521
-0.0366211	-0.00152588	-0.038147
-0.0363159	-0.00244141	-0.0387573
-0.0366211	-0.00305176	-0.0396729
-0.0369263	-0.00335693	-0.0402832
-0.0372314	-0.00274658	-0.039978
-0.0375366	-0.00274658	-0.0402832
-0.0372314	-0.00335693	-0.0405884
-0.0372314	-0.00427246	-0.0415039
-0.0366211	-0.00518799	-0.0418091
-0.0354004	-0.00549316	-0.0408936
-0.0338745	-0.00518799	-0.0390625
-0.0323486	-0.00457764	-0.0369263
-0.0305176	-0.00427246	-0.03479
-0.0296021	-0.00457764	-0.0341797
-0.0292969	-0.00488281	-0.0341797
-0.0289917	-0.00457764	-0.0335693
-0.0283813	-0.00366211	-0.0320435
-0.0283813	-0.00305176	-0.0314331
-0.0286865	-0.00244141	-0.0311279
-0.0292969	-0.00244141	-0.0317383
-0.0289917	-0.00244141	-0.0314331
-0.0292969	-0.00274658	-0.0320435
-0.0296021	-0.00335693	-0.032959
-0.0299072	-0.00396729	-0.0338745
-0.0296021	-0.00457764	-0.0341797
-0.0283813	-0.00610352	-0.0344849
-0.027771	-0.00732422	-0.0350952
-0.0271606	-0.00823975	-0.0354004
-0.0268555	-0.00823975	-0.0350952
-0.0274658	-0.00793457	-0.0354004
-0.027771	-0.00701904	-0.03479
-0.0274658	-0.00671387	-0.0341797
-0.0265503	-0.00640869	-0.032959
-0.0259399	-0.00610352	-0.0320435
-0.0247192	-0.00640869	-0.0311279
-0.0222778	-0.00701904	-0.0292969
-0.0195313	-0.00732422	-0.0268555
-0.0164795	-0.00793457	-0.0244141
-0.0140381	-0.00823975	-0.0222778
-0.0119019	-0.00854492	-0.0204468
-0.0100708	-0.00915527	-0.0192261
-0.00854492	-0.0088501	-0.017395
-0.00762939	-0.00823975	-0.0158691
-0.00762939	-0.00671387	-0.0143433
-0.00823975	-0.00518799	-0.0134277
-0.00915527	-0.00427246	-0.0134277
-0.0100708	-0.00366211	-0.0137329
-0.010376	-0.00366211	-0.0140381
-0.0100708	-0.00396729	-0.0140381
-0.00915527	-0.00457764	-0.0137329
-0.00854492	-0.00579834	-0.0143433
-0.00762939	-0.00732422	-0.0149536
-0.00671387	-0.00946045	-0.0161743
-0.00579834	-0.0119019	-0.0177002
-0.00427246	-0.0143433	-0.0186157
-0.00305176	-0.0167847	-0.0198364
-0.00213623	-0.0189209	-0.0210571
-0.00213623	-0.020752	-0.0228882
-0.00213623	-0.0222778	-0.0244141
-0.00213623	-0.0234985	-0.0256348
-0.00213623	-0.0250244	-0.0271606
-0.00213623	-0.0262451	-0.0283813
-0.00244141	-0.0271606	-0.0296021
-0.00183105	-0.027771	-0.0296021
-0.000305176	-0.0286865	-0.0289917
0.000915527	-0.0299072	-0.0289917
0.00274658	-0.0320435	-0.0292969
0.00549316	-0.0341797	-0.0286865
0.0088501	-0.0360107	-0.0271606
0.0119019	-0.0378418	-0.0259399
0.0140381	-0.0393677	-0.0253296
0.0149536	-0.0405884	-0.0256348
0.0152588	-0.0411987	-0.0259399
0.0149536	-0.0415039	-0.0265503
0.0140381	-0.0408936	-0.0268555
0.0134277	-0.0396729	-0.0262451
0.0125122	-0.0378418	-0.0253296
0.0115967	-0.0372314	-0.0256348
0.0109863	-0.038147	-0.0271606
0.0115967	-0.0393677	-0.027771
0.0131226	-0.0405884	-0.0274658
0.0152588	-0.0421143	-0.0268555
0.0177002	-0.0442505	-0.0265503
0.020752	-0.0466919	-0.0259399
0.0241089	-0.0482178	-0.0241089
0.0268555	-0.0491333	-0.0222778
0.0289917	-0.0494385	-0.0204468
0.0308228	-0.0497437	-0.0189209
0.0320435	-0.0494385	-0.017395
0.0323486	-0.0488281	-0.0164795
0.0320435	-0.0466919	-0.0146484
0.0317383	-0.0445557	-0.0128174
0.0314331	-0.0427246	-0.0112915
0.0311279	-0.0421143	-0.0109863
0.0305176	-0.0418091	-0.0112915
0.0292969	-0.0402832	-0.0109863
0.0274658	-0.0387573	-0.0112915
0.0256348	-0.0363159	-0.0106812
0.022583	-0.0332642	-0.0106812
0.0186157	-0.0286865	-0.0100708
0.0140381	-0.0234985	-0.00946045
0.00946045	-0.0186157	-0.00915527
0.00518799	-0.0149536	-0.00976563
0.00152588	-0.0112915	-0.00976563
-0.00244141	-0.00762939	-0.0100708
-0.00732422	-0.00335693	-0.0106812
-0.0119019	0.000610352	-0.0112915
-0.0158691	0.00366211	-0.012207
-0.0192261	0.00549316	-0.0137329
-0.0219727	0.00671387	-0.0152588
-0.0244141	0.00701904	-0.017395
-0.0262451	0.00793457	-0.0183105
-0.027771	0.00915527	-0.0186157
-0.0286865	0.010376	-0.0183105
-0.0296021	0.0106812	-0.0189209
-0.0302124	0.0109863	-0.0192261
-0.0296021	0.0106812	-0.0189209
-0.0286865	0.00976563	-0.0189209
-0.0283813	0.0088501	-0.0195313
-0.027771	0.00823975	-0.0195313
-0.0268555	0.00854492	-0.0183105
-0.0256348	0.00946045	-0.0161743
-0.0247192	0.0109863	-0.0137329
-0.0244141	0.012207	-0.012207
-0.0247192	0.0131226	-0.0115967
-0.0259399	0.0137329	-0.012207
-0.0265503	0.0137329	-0.0128174
-0.0265503	0.0140381	-0.0125122
-0.0256348	0.0146484	-0.0109863
-0.0247192	0.0137329	-0.0109863
-0.0234985	0.012207	-0.0112915
-0.022583	0.0100708	-0.0125122
-0.0216675	0.00762939	-0.0140381
-0.0210571	0.00579834	-0.0152588
-0.0201416	0.00427246	-0.0158691
-0.0195313	0.00305176	-0.0164795
-0.0186157	0.00274658	-0.0158691
-0.0177002	0.00244141	-0.0152588
-0.0167847	0.00213623	-0.0146484
-0.0158691	0.00244141	-0.0134277
-0.0146484	0.00305176	-0.0115967
-0.0134277	0.00335693	-0.0100708
-0.0119019	0.00274658	-0.00915527
-0.0106812	0.00183105	-0.0088501
-0.00915527	0.000610352	-0.00854492
-0.0088501	-0.000305176	-0.00915527
-0.00915527	-0.0012207	-0.010376
-0.0100708	-0.00152588	-0.0115967
-0.0109863	-0.000915527	-0.0119019
-0.0119019	-0.000305176	-0.012207
-0.0131226	0	-0.0131226
-0.0140381	0.0012207	-0.0128174
-0.0146484	0.00274658	-0.0119019
-0.0146484	0.00457764	-0.0100708
-0.0140381	0.00579834	-0.00823975
-0.0125122	0.00701904	-0.00549316
-0.0106812	0.00701904	-0.00366211
-0.0088501	0.00610352	-0.00274658
-0.00701904	0.00457764	-0.00244141
-0.00549316	0.00335693	-0.00213623
-0.00488281	0.00152588	-0.00335693
-0.00488281	0	-0.00488281
-0.00549316	-0.00152588	-0.00701904
-0.00640869	-0.00213623	-0.00854492
-0.00762939	-0.00305176	-0.0106812
-0.0088501	-0.00396729	-0.0128174
-0.0088501	-0.00427246	-0.0131226
-0.00915527	-0.00335693	-0.0125122
-0.0106812	-0.00183105	-0.0125122
-0.0128174	-0.000610352	-0.0134277
-0.0143433	0	-0.0143433
-0.0149536	0	-0.0149536
-0.0140381	-0.000610352	-0.0146484
-0.0128174	-0.0012207	-0.0140381
-0.0112915	-0.00213623	-0.0134277
-0.0106812	-0.00274658	-0.0134277
-0.0109863	-0.00305176	-0.0140381
-0.0115967	-0.00427246	-0.0158691
-0.0106812	-0.00549316	-0.0161743
-0.00823975	-0.00640869	-0.0146484
-0.00488281	-0.00671387	-0.0115967
-0.00152588	-0.00701904	-0.00854492
0.000305176	-0.00640869	-0.00610352
0.00183105	-0.00457764	-0.00274658
0.00366211	-0.00305176	0.000610352
0.00549316	-0.00213623	0.00335693
0.00671387	-0.000610352	0.00610352
0.00701904	0.0012207	0.00823975
0.00671387	0.00244141	0.00915527
0.00579834	0.00305176	0.0088501
0.00457764	0.00274658	0.00732422
0.00274658	0.00244141	0.00518799
0.000305176	0.00152588	0.00183105
-0.00213623	0.000915527	-0.0012207
-0.00457764	0.0012207	-0.00335693
-0.00732422	0.00183105	-0.00549316
-0.0100708	0.00274658	-0.00732422
-0.0125122	0.00366211	-0.0088501
-0.0137329	0.00457764	-0.00915527
-0.0143433	0.00610352	-0.00823975
-0.0146484	0.00762939	-0.00701904
-0.0146484	0.00854492	-0.00610352
-0.0143433	0.0088501	-0.00549316
-0.0137329	0.00854492	-0.00518799
-0.0131226	0.00762939	-0.00549316
-0.0128174	0.00640869	-0.00640869
-0.0128174	0.00457764	-0.00823975
-0.0125122	0.00244141	-0.0100708
-0.010376	0.000305176	-0.0100708
-0.00762939	-0.0012207	-0.0088501
-0.00549316	-0.00244141	-0.00793457
-0.00457764	-0.00244141	-0.00701904
-0.00427246	-0.00183105	-0.00610352
-0.00457764	-0.00183105	-0.00640869
-0.00427246	-0.00152588	-0.00579834
-0.00335693	-0.00152588	-0.00488281
-0.00335693	-0.00183105	-0.00518799
-0.00457764	-0.00183105	-0.00640869
-0.00701904	-0.00183105	-0.0088501
-0.00976563	-0.00274658	-0.0125122
-0.0128174	-0.00335693	-0.0161743
-0.015564	-0.00335693	-0.0189209
-0.017395	-0.00305176	-0.0204468
-0.0180054	-0.00274658	-0.020752
-0.0180054	-0.00274658	-0.020752
-0.0177002	-0.00274658	-0.0204468
-0.0170898	-0.00335693	-0.0204468
-0.0158691	-0.00396729	-0.0198364
-0.0140381	-0.00427246	-0.0183105
-0.0125122	-0.00488281	-0.017395
-0.0106812	-0.00610352	-0.0167847
-0.00946045	-0.00640869	-0.0158691
-0.0088501	-0.00610352	-0.0149536
-0.0088501	-0.00579834	-0.0146484
-0.0088501	-0.00579834	-0.0146484
-0.00854492	-0.00610352	-0.0146484
-0.0088501	-0.00610352	-0.0149536
-0.00976563	-0.00610352	-0.0158691
-0.0109863	-0.00549316	-0.0164795
-0.0125122	-0.00427246	-0.0167847
-0.0137329	-0.00305176	-0.0167847
-0.0152588	-0.00274658	-0.0180054
-0.0164795	-0.00274658	-0.0192261
-0.017395	-0.00213623	-0.0195313
-0.0186157	-0.00152588	-0.0201416
-0.0198364	-0.000915527	-0.020752
-0.0204468	-0.000305176	-0.020752
-0.0204468	0	-0.0204468
-0.0198364	0.000305176	-0.0195313
-0.0189209	0.0012207	-0.0177002
-0.0183105	0.00244141	-0.0158691
-0.0170898	0.00305176	-0.0140381
-0.0164795	0.00244141	-0.0140381
-0.0161743	0.000915527	-0.0152588
-0.015564	-0.000610352	-0.0161743
-0.0146484	-0.00183105	-0.0164795
-0.0137329	-0.00244141	-0.0161743
-0.0131226	-0.00213623	-0.0152588
-0.0131226	-0.00183105	-0.0149536
-0.0128174	-0.0012207	-0.0140381
-0.0125122	-0.0012207	-0.0137329
-0.0131226	-0.00152588	-0.0146484
-0.0137329	-0.00213623	-0.0158691
-0.0137329	-0.00152588	-0.0152588
-0.0125122	-0.000305176	-0.0128174
-0.0119019	0.0012207	-0.0106812
-0.012207	0.00183105	-0.010376
-0.0128174	0.00244141	-0.010376
-0.0137329	0.00183105	-0.0119019
-0.0146484	0.000305176	-0.0143433
-0.0143433	-0.0012207	-0.015564
-0.0125122	-0.00244141	-0.0149536
-0.010376	-0.00335693	-0.0137329
-0.00915527	-0.00335693	-0.0125122
-0.0088501	-0.00274658	-0.0115967
-0.00854492	-0.00213623	-0.0106812
-0.00823975	-0.0012207	-0.00946045
-0.00823975	-0.000915527	-0.00915527
-0.00823975	-0.000610352	-0.0088501
-0.00823975	0	-0.00823975
-0.00793457	0.000915527	-0.00701904
-0.00823975	0.00152588	-0.00671387
-0.00854492	0.00152588	-0.00701904
-0.0088501	0.000915527	-0.00793457
-0.00915527	0.000305176	-0.0088501
-0.00946045	0	-0.00946045
-0.00976563	-0.000305176	-0.0100708
-0.00946045	0.000305176	-0.00915527
-0.00915527	0.000915527	-0.00823975
-0.00915527	0.00183105	-0.00732422
-0.00946045	0.00244141	-0.00701904
-0.0100708	0.00305176	-0.00701904
-0.010376	0.00305176	-0.00732422
-0.0100708	0.00274658	-0.00732422
-0.00946045	0.00213623	-0.00732422
-0.00854492	0.00152588	-0.00701904
-0.00732422	0.000305176	-0.00701904
-0.00518799	-0.00152588	-0.00671387
-0.00244141	-0.00366211	-0.00610352
0.000610352	-0.00518799	-0.00457764
0.00366211	-0.00579834	-0.00213623
0.00549316	-0.00488281	0.000610352
0.00640869	-0.00244141	0.00396729
0.00671387	0.000305176	0.00701904
0.00762939	0.00244141	0.0100708
0.00823975	0.00488281	0.0131226
0.00854492	0.00793457	0.0164795
0.00854492	0.0112915	0.0198364
0.00915527	0.0137329	0.0228882
0.00976563	0.0146484	0.0244141
0.0109863	0.0140381	0.0250244
0.0131226	0.0131226	0.0262451
0.0152588	0.0125122	0.027771
0.0180054	0.0112915	0.0292969
0.0204468	0.00976563	0.0302124
0.0228882	0.0088501	0.0317383
0.0256348	0.00854492	0.0341797
0.027771	0.00823975	0.0360107
0.0299072	0.00762939	0.0375366
0.0323486	0.00579834	0.038147
0.0344849	0.00305176	0.0375366
0.0357056	-0.000915527	0.03479
0.0363159	-0.00549316	0.0308228
0.0372314	-0.0112915	0.0259399
0.0384521	-0.0186157	0.0198364
0.0390625	-0.0268555	0.012207
0.038147	-0.03479	0.00335693
0.0363159	-0.0402832	-0.00396729
0.0338745	-0.0436401	-0.00976563
0.0308228	-0.0448608	-0.0140381
0.0268555	-0.0436401	-0.0167847
0.0231934	-0.0405884	-0.017395
0.0198364	-0.0360107	-0.0161743
0.0164795	-0.0305176	-0.0140381
0.0128174	-0.0231934	-0.010376
0.0088501	-0.0152588	-0.00640869
0.00549316	-0.00793457	-0.00244141
0.00274658	-0.00152588	0.0012207
0	0.00335693	0.00335693
-0.00305176	0.00701904	0.00396729
-0.00579834	0.00976563	0.00396729
-0.00854492	0.0115967	0.00305176
-0.0106812	0.0125122	0.00183105
-0.0115967	0.0128174	0.0012207
-0.012207	0.0125122	0.000305176
-0.0125122	0.0115967	-0.000915527
-0.0119019	0.0106812	-0.0012207
-0.010376	0.00946045	-0.000915527
-0.00823975	0.00823975	0
-0.00671387	0.00640869	-0.000305176
-0.00488281	0.00549316	0.000610352
-0.00335693	0.00488281	0.00152588
-0.00213623	0.00488281	0.00274658
-0.00152588	0.00457764	0.00305176
-0.00152588	0.00457764	0.00305176
-0.00152588	0.00427246	0.00274658
-0.00152588	0.00427246	0.00274658
-0.00213623	0.00549316	0.00335693
-0.00396729	0.00762939	0.00366211
-0.00671387	0.0128174	0.00610352
-0.00976563	0.0216675	0.0119019
-0.0125122	0.0326538	0.0201416
-0.0143433	0.0427246	0.0283813
-0.0137329	0.0506592	0.0369263
-0.0109863	0.0558472	0.0448608
-0.00610352	0.0576782	0.0515747
0.00183105	0.0546265	0.0564575
0.0149536	0.0454712	0.0604248
0.0335693	0.0289917	0.062561
0.0552368	0.00610352	0.0613403
0.0793457	-0.0210571	0.0582886
0.10376	-0.0479126	0.0558472
0.127869	-0.0704956	0.057373
0.148621	-0.0857544	0.0628662
0.162964	-0.0888062	0.0741577
0.167847	-0.0762939	0.0915527
0.162659	-0.0491333	0.113525
0.147095	-0.0088501	0.138245
0.122375	0.0390625	0.161438
0.0921631	0.0878906	0.180054
0.0588989	0.130005	0.188904
0.0250244	0.160828	0.185852
-0.00701904	0.177612	0.170593
-0.0350952	0.179138	0.144043
-0.0561523	0.164185	0.108032
-0.0701904	0.133972	0.0637817
-0.0765991	0.0918579	0.0152588
-0.0762939	0.0448608	-0.0314331
-0.0714111	-0.00183105	-0.0732422
-0.0634766	-0.0427246	-0.106201
-0.0546265	-0.072937	-0.127563
-0.0457764	-0.090332	-0.136108
-0.0384521	-0.0958252	-0.134277
-0.0332642	-0.0921631	-0.125427
-0.0299072	-0.0817871	-0.111694
-0.0268555	-0.0686646	-0.09552
-0.0231934	-0.0549316	-0.078125
-0.0192261	-0.0430298	-0.0622559
-0.0152588	-0.0335693	-0.0488281
-0.0112915	-0.0274658	-0.0387573
-0.00762939	-0.0244141	-0.0320435
-0.00396729	-0.0241089	-0.0280762
-0.000915527	-0.0247192	-0.0256348
